t1,t2,ph,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.56,27.19,8.85,
27.62,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.25,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.25,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.84,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.62,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.62,27.19,8.84,
27.62,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.62,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.62,27.19,8.83,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.62,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.25,8.84,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.62,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.62,27.19,8.85,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.62,27.19,8.84,
27.56,27.19,8.83,
27.62,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.62,27.19,8.83,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.62,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.83,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.85,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.85,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.62,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.83,
27.62,27.19,8.83,
27.56,27.25,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.84,
27.56,27.19,8.83,
27.56,27.19,8.83,
27.56,27.19,8.85,
27.56,27.19,8.83,
27.56,27.25,8.83,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.83,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.86,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.84,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.84,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.84,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.62,27.25,8.84,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.86,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.84,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.86,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.56,27.19,8.85,
27.56,27.19,8.86,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.86,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.86,
27.62,27.25,8.85,
27.56,27.25,8.86,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.62,27.25,8.86,
27.56,27.25,8.85,
27.56,27.19,8.85,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.19,8.86,
27.62,27.25,8.85,
27.56,27.19,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.62,27.25,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.56,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.85,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.86,
27.62,27.19,8.87,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.86,
27.62,27.19,8.86,
27.62,27.25,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.56,27.19,8.85,
27.62,27.19,8.86,
27.56,27.19,8.87,
27.56,27.19,8.85,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.87,
27.56,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.19,8.86,
27.62,27.25,8.87,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.56,27.25,8.86,
27.56,27.25,8.87,
27.56,27.25,8.86,
27.56,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.56,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.56,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.56,27.25,8.86,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.62,27.19,8.86,
27.56,27.19,8.87,
27.56,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.87,
27.62,27.25,8.86,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.56,27.25,8.87,
27.56,27.19,8.87,
27.56,27.19,8.86,
27.56,27.19,8.87,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.62,27.19,8.87,
27.56,27.19,8.86,
27.56,27.25,8.87,
27.56,27.25,8.87,
27.56,27.19,8.86,
27.62,27.19,8.87,
27.62,27.25,8.87,
27.56,27.19,8.87,
27.56,27.25,8.87,
27.56,27.19,8.86,
27.56,27.25,8.87,
27.56,27.25,8.86,
27.56,27.19,8.87,
27.56,27.25,8.87,
27.56,27.25,8.86,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.56,27.25,8.87,
27.62,27.19,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.88,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.87,
27.56,27.25,8.88,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.62,27.25,8.86,
27.62,27.25,8.87,
27.56,27.25,8.87,
27.56,27.25,8.86,
27.56,27.25,8.86,
27.56,27.19,8.86,
27.56,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.87,
27.56,27.19,8.86,
27.62,27.25,8.86,
27.56,27.25,8.86,
27.62,27.25,8.87,
27.62,27.19,8.87,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.87,
27.56,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.25,8.86,
27.62,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.87,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.25,8.86,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.86,
27.62,27.25,8.86,
27.62,27.25,8.85,
27.56,27.25,8.85,
27.56,27.25,8.85,
27.56,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.56,27.19,8.86,
27.62,27.25,8.86,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.62,27.25,8.84,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.56,27.25,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.56,27.19,8.85,
27.56,27.19,8.85,
27.56,27.25,8.85,
27.56,27.19,8.85,
27.56,27.25,8.85,
27.62,27.25,8.85,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.62,27.25,8.85,
27.56,27.25,8.85,
27.56,27.25,8.86,
27.56,27.19,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.56,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.86,
27.56,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.19,8.86,
27.62,27.19,8.85,
27.56,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.56,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
27.62,27.25,8.85,
27.62,27.25,8.86,
27.62,27.25,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.19,8.85,
27.62,27.25,8.85,
